gene,log2FoldChange,logCPM,LR,pvalue,padj,FC
Ehd1,3.61764976369421,5.97558589811889,155.724960769234,9.72232036139242e-36,5.50034042189134e-34,12.2749884649106
Gm4070,2.29708532429244,7.26251688944352,155.166390414277,1.28775277480125e-35,7.24820847530991e-34,4.91463857618092
Mefv,5.35547238474158,4.86774444029332,154.3937321851,1.89969341813463e-35,1.06382831415539e-33,40.9409417871057
Dck,2.9950714897646,7.22722718788373,154.076774988138,2.22818134796767e-35,1.24147962781714e-33,7.97271716432039
Ifi208,7.22292110006005,6.02413297204346,154.004009238333,2.31128074863949e-35,1.28130900597944e-33,149.388066884894
Trps1,3.59667933027482,5.62891687978298,153.943994763475,2.38214532119478e-35,1.31399135917104e-33,12.0978546733273
Gzma,8.41040355642079,4.54240638854044,151.693911825877,7.39135931607448e-35,4.05678984949918e-33,340.238728035221
Ccr1,3.55408985136148,6.93796128988357,151.188520588475,9.53199982832776e-35,5.20579317356989e-33,11.745936604984
Glipr2,5.96886379057482,5.67496340347514,151.15543986762,9.69202046002633e-35,5.26711180862121e-33,62.6335519135239
Ddx58,2.55556698716599,7.25700896616055,150.874033346916,1.11665861935916e-34,6.03871465135798e-33,5.87898455274825
Trim25,2.66162295768242,7.53687195435467,150.663768508091,1.24130298350652e-34,6.68002659221653e-33,6.32744454219889
Klra2,4.56261082262763,5.81225300343645,150.64145333685,1.25532225471104e-34,6.72267723979235e-33,23.6310335160445
Slamf7,5.0552151263016,6.02969860047934,149.608488071462,2.11123046406337e-34,1.12517364635493e-32,33.2484487513882
Psme1,1.94654664680325,8.38065053409234,149.2529125046,2.52497982163106e-34,1.33921045154971e-32,3.85450779821223
Plaat3,3.35465636373008,4.79841183274219,149.04442633011,2.80433380101957e-34,1.48025887525588e-32,10.2294478026081
Ms4a7,6.58646239052493,5.40623148349671,148.045743606823,4.63587573358123e-34,2.43538005204134e-32,96.099857760595
Gadd45b,3.97127354209762,6.06164716801311,147.23438778269,6.97418006610593e-34,3.64640542603226e-32,15.6845642343196
