gene,log2FoldChange,logCPM,LR,pvalue,padj,FC
Cd164,-1.39206688977236,9.13533872944595,301.394369949151,1.63676915189353e-67,1.23997663022237e-65,-2.62454419192967
Akr1a1,1.41780062690034,8.87234669853489,300.069626905081,3.18128090437393e-67,2.39194052960446e-65,2.67177890504272
Ctss,1.08276848086503,13.8263890841272,299.343558854361,4.57918616105236e-67,3.41730310526296e-65,2.11809673663092
Ccr5,-1.35738139485508,9.7252224683027,298.491659520724,7.02086585023246e-67,5.20064137054256e-65,-2.56219698262215
Ifngr1,-1.10943429771589,10.2501174132419,297.553514682764,1.12404910443042e-66,8.26506694434134e-65,-2.1576102758855
Cd274,3.47308113040741,5.87936343768301,297.468319469727,1.17313221373051e-66,8.56300885934681e-65,11.1045662033244
P2rx4,1.55045324195567,8.44723333658595,297.305527422895,1.27296037840261e-66,9.22435056813486e-65,2.92909146064213
Hpse,7.38476942647576,5.15956219326165,295.759481219563,2.76477120200707e-66,1.98904403022091e-64,167.12334072854
Pla2g7,5.36075310581916,5.34003584447396,294.757150531537,4.57135335903942e-66,3.26525239931387e-64,41.0910732059716
Glb1,1.68606418149805,8.12465330764669,290.323801286418,4.22671611308451e-65,2.9976710021876e-63,3.21777663053462
Tsc22d3,-1.82253064439443,7.87360130092862,290.250560758849,4.38491797586965e-65,3.06846055050912e-63,-3.53701084949093
Sp100,3.10534150948423,6.03498439647796,290.249206372063,4.38789858722805e-65,3.06846055050912e-63,8.60599206147083
Vcam1,3.5473363230637,5.80812410075967,289.653640517583,5.91595775009245e-65,4.10830399311976e-63,11.6910801514888
Irgm1,1.75135880027166,7.59591347046225,286.139917419064,3.4486769318869e-64,2.37839788405993e-62,3.36675514173528
Plek,1.29511752627517,9.78356787232922,285.785893254609,4.11902914008623e-64,2.81004191747071e-62,2.45396985412691
Rpsa,1.67833930726822,8.85370849202298,285.780224332026,4.13076161868194e-64,2.81004191747071e-62,3.20059317193093
Oas1a,3.42781016750597,5.83956149936508,284.894768712659,6.44130085596958e-64,4.35223030808755e-62,10.761521554008
Rpl19,1.78601684796125,9.24070822964292,282.202880110987,2.48631982302767e-63,1.66867102216623e-61,3.44861445315774
Gpr165,-7.22830232737421,5.48463826992886,281.520295170841,3.50187490826791e-63,2.3345832721786e-61,-149.946322260335
Rplp0,1.47854760394002,9.78724729316394,280.457999067717,5.96747342153478e-63,3.95196915333429e-61,2.78668050129211
Gpi1,1.48675696081651,8.29711109811973,277.445203609708,2.70607293604397e-62,1.78031114213419e-60,2.80258272991033
Elmo1,-1.40843233788092,9.06279787828174,276.783565741468,3.771612965385e-62,2.46510651332353e-60,-2.65448564176876
Npm1,1.57726110761585,8.19096393523397,276.478484039092,4.39554316477424e-62,2.85424880829496e-60,2.98402807184129
Rsad2,4.20648729317301,5.49431831154889,274.987699696389,9.28748074644535e-62,5.99192306222281e-60,18.4620044633026
Tpi1,1.69063884904523,8.06966292320854,270.925833773281,7.13064924055712e-61,4.57092900035713e-59,3.22799613012455
Ifit1,4.11580461985091,5.49993924078026,270.648408863567,8.19581193190334e-61,5.2202623770085e-59,17.3372673729551
Ctsl,1.04176069352194,10.8703012839166,268.938450981701,1.93317375893897e-60,1.22352769553099e-58,2.0587386460728
Txnip,-1.84284248329607,7.71248418123598,268.583501236465,2.31010615807806e-60,1.45289695476608e-58,-3.5871609629283
P2ry14,5.71233808612896,5.1521363296412,266.559740315728,6.37846786954441e-60,3.98654241846526e-58,52.4306339989825
Myo5a,2.62811073724355,6.2540451264638,263.057717972662,3.69846339341935e-59,2.29718223193749e-57,6.18215890423058
Rtp4,2.69486672597892,6.16070266048909,262.201591708069,5.68367651609126e-59,3.50844229388349e-57,6.47493955946905
Usp18,3.88611379155998,5.5275867370973,261.205435724515,9.37048852077684e-59,5.74876596366677e-57,14.7855273112605
Pgk1,1.77398819356065,7.20820308806985,257.899682773628,4.92427336403068e-58,3.0026057097748e-56,3.41998072369861
Bhlhe40,3.97948794462479,5.45972802228474,254.715061213987,2.43529387115195e-57,1.47593567948603e-55,15.7741235726303
Rpl23,1.76524331276647,8.49721384453863,254.054444084936,3.39283022507386e-57,2.04387362956257e-55,3.399313247689
Gpx3,8.8824860171741,4.89472835123246,254.039727008293,3.41798681661155e-57,2.04669869258177e-55,471.948627286531
Cep68,-1.80396694074861,7.33415072074207,249.602288928352,3.17062259337106e-56,1.88727535319706e-54,-3.49179034949771
Lpar6,-1.5711947612932,8.02774748557287,248.484526314655,5.55687401406328e-56,3.28809113258182e-54,-2.97150696245955
Rpl10a,1.60897008080324,9.39061467649097,247.415812417478,9.50227011562789e-56,5.5895706562517e-54,3.05034004666362
Rps20,1.95172078809763,7.46267637031479,245.522372816604,2.45831469088518e-55,1.43761093034221e-53,3.86835658383433
Ckb,-1.24196721552187,9.21619940070484,245.193938598481,2.8989745966546e-55,1.68545034689221e-53,-2.36520825177697
Rnase4,-1.21057736125418,9.49285684100986,244.967364701419,3.2482051483943e-55,1.87757523028572e-53,-2.31430235780901
Rps11,1.48702049639383,8.61353911252696,244.914194893931,3.33607562261269e-55,1.91728484058201e-53,2.80309472149463
Colgalt1,1.57091620197211,8.27184742265749,244.513870175404,4.07866163506271e-55,2.33066379146441e-53,2.97093327153212
Gas7,4.30295504089553,5.28142313287644,240.667920414609,2.81235337167881e-54,1.59792805209023e-52,19.7386995848142
St3gal6,-1.66193774644066,7.81411682215422,239.881334237459,4.17426468802182e-54,2.35834163165075e-52,-3.16441265460768
Ets1,-1.76652757937942,7.63981909949866,239.74152993518,4.47778935679823e-54,2.51561199820125e-52,-3.40234061527004
Gm2a,1.16685011979484,9.47590563302548,235.545354208605,3.68175082897229e-53,2.056844038532e-51,2.24520957935915
Cd44,3.47254218022834,5.5379037737026,233.318344605963,1.1263904960053e-52,6.25772497780721e-51,11.1004186253293
Saa3,8.75888783690607,4.77913948167372,233.176675454822,1.20943581592456e-52,6.68196583383733e-51,433.199520822758
Nfam1,-1.24596780049064,9.07815672893896,231.88563100105,2.31273060232326e-52,1.27073110017761e-50,-2.37177606256328
Tmem176a,-1.60549717445294,7.91212071132856,230.020911508312,5.8990507797566e-52,3.22352501626044e-50,-3.04300599153348
Egr1,3.17542814994888,5.66354304045014,229.400564632753,8.05508574696756e-52,4.37776399291715e-50,9.0343959867436
Hif1a,1.61973092136164,8.09904631472778,229.039968916673,9.65408722514204e-52,5.21842552710381e-50,3.07317712747524
Numb,-2.14486154876854,7.19008624798439,228.509917886876,1.25982186867619e-51,6.77323585309778e-50,-4.42249817867578
Psmb8,1.54325018732076,7.61706425040878,228.081202148792,1.56245625267533e-51,8.35538103034936e-50,2.91450360738534
P2ry13,-1.34369765664177,9.79692973208026,227.451880892683,2.14317712311734e-51,1.13998783144539e-49,-2.53800982952565
Fxyd5,2.91123223709239,5.80665190584588,227.036116267565,2.64079127073356e-51,1.39724405858919e-49,7.52260446999894
Rps8,1.45896596899817,8.79223472990781,225.805184180889,4.90002050877676e-51,2.57895816251409e-49,2.74911254295734
Il16,-1.50802693431407,8.08089716770631,224.599546760052,8.97741189290155e-51,4.70021565073379e-49,-2.84420792045898
